Type,PnL,ETH_PnL,BTC_PnL
Long,0.30814185300015584,-0.9856606328927511,1.293802485892907
Short,1.0615606274130576,-1.522974120331432,2.5845347477444895
Short,1.1761731215164204,-3.3108955167172756,4.487068638233696
Long,-0.033114560530664194,1.1283425390986959,-1.16145709962936
Short,1.1874580253083522,0.5662844422631739,0.6211735830451784
Long,0.5592958693417386,-0.1024926286149211,0.6617884979566597
Short,-0.9953830525047678,-2.1838959938614413,1.1885129413566735
Short,1.3628952234186034,1.7403952843273232,-0.37750006090871974
Short,-1.9009590355339903,0.2090388544659856,-2.109997889999976
Short,0.6938643831716117,0.3013374229168269,0.3925269602547848
Short,0.4798470768137937,-0.12367041800644064,0.6035174948202343
Short,-1.166211616248038,-1.4922704783351102,0.3260588620870722
Long,0.6352771631227814,0.14550613551483993,0.4897710276079415
Short,0.26527581346926754,1.1805159933246143,-0.9152401798553468
Short,1.609976624019071,-1.9889245283019112,3.598901152320982
Long,-0.3911558890060096,2.4512019179598807,-2.8423578069658904
Short,0.9625968228921115,-0.04285931950055697,1.0054561423926685
Long,1.512601863415595,-2.5154773606811487,4.028079224096744
Short,-3.2291652979816785,3.2525291918832178,-6.481694489864896
Short,-1.2912741280503646,1.8354548693587187,-3.1267289974090833
Long,0.47535109755614835,2.8842898957757974,-2.408938798219649
Long,-0.07118216959938045,-0.33972669229904023,0.2685445226996598
Short,0.021637260371103473,1.3857645869392563,-1.3641273265681528
Long,0.6236803798578185,-0.42676362133614476,1.0504440011939633
Long,-0.6767148812945243,1.069939542951641,-1.7466544242461652
Short,-0.7141733592185477,1.3162069251973258,-2.0303802844158736
Long,0.5457842318930911,-0.3187514708503747,0.8645357027434658
Long,-1.2204350597861544,0.12976256670614109,-1.3501976264922955
Short,-0.10200725115567666,0.9673574416343445,-1.069364692790021
Short,-0.040834611475854134,-0.04321120035441572,0.002376588878561584
Long,0.9549994679504329,0.2972953929978511,0.6577040749525818
Long,0.2525362345563881,-0.7507905508324061,1.0033267853887942
Long,0.14952905205521594,1.3771850418036757,-1.2276559897484598
Long,0.21433691831187907,-0.8757032011849673,1.0900401194968463
Short,0.19446496737761362,0.38931295926810566,-0.19484799189049204
Long,-1.2127724349825557,-1.1451957800574317,-0.067576654925124
Short,1.382207944874463,-0.08636735310792251,1.4685752979823856
Long,0.37206480703744454,-0.48201597153400383,0.8540807785714484
Long,-1.0463571339865656,1.0256733959590993,-2.072030529945665
Short,0.6221440604626731,-0.617751631082623,1.239895691545296
Short,-0.6785400170450078,-1.1427136443394459,0.4641736272944382
Long,-0.9713201407805594,-0.005411454979350357,-0.965908685801209
Short,-0.3669194305531625,-0.4543040811690327,0.0873846506158702
Long,0.50183032413347,0.7299065448353039,-0.22807622070183395
Long,-0.16282584092634306,0.11889694866890804,-0.2817227895952511
Short,-0.2841800108034843,-0.13500656132544175,-0.14917344947804254
Long,0.07607029775857294,0.35089767813466033,-0.2748273803760874
Long,0.20953821200990203,0.5889689305069559,-0.37943071849705384
Long,0.0627591960006198,-0.3838165949486491,0.4465757909492689
Short,0.22444741370310928,0.5353632145618988,-0.31091580085878956
Short,-0.4392457622623082,0.07035767170001035,-0.5096034339623186
Short,0.3920750280710356,-0.021625574429875557,0.4137006025009112
Short,0.043873906537445634,-0.12965461057659036,0.173528517114036
Long,0.4901438828875749,0.15129640616640067,0.3388474767211742
Short,-0.4238360831432628,0.4433027057710157,-0.8671387889142785
Long,0.34983850952989104,0.22188646437099555,0.12795204515889547
Short,0.11761891464722285,-0.037861130642754835,0.1554800452899777
Short,-0.49805204627244976,-0.48648600000004916,-0.01156604627240058
Long,0.20966736419547266,0.32425389105053454,-0.11458652685506188
Long,-0.05766752319764304,0.21092347256104618,-0.2685909957586892
Short,-0.4038792898743767,-0.32970444939296484,-0.0741748404814119
Long,-0.30220512885841877,-0.9192857142857388,0.61708058542732
Short,0.3127304603346954,-0.4277572556367585,0.7404877159714539
Short,0.549556400532819,-0.5406568987889274,1.0902132993217464
Short,-1.0532420150929234,-1.1331250000000737,0.0798829849071502
Short,0.7315752797216388,0.8450801911928219,-0.113504911471183
Short,-0.5835302094734216,-1.8385634277818534,1.2550332183084318
Short,2.678959898647238,-2.245319547891073,4.924279446538311
Short,0.3226962427088602,1.209992037812294,-0.8872957951034337
Long,0.5320582237949456,0.49227191288405736,0.039786310910888224
Long,0.4977794640689066,0.2162311946245363,0.28154826944437034
Short,0.16202444315078382,0.30271549039967827,-0.14069104724889445
Long,0.04003394128994775,0.26522300947226474,-0.225189068182317
Long,-0.38565244839875634,0.9484365684988673,-1.3340890168976236
Short,0.738653368300578,-1.3077911818971575,2.0464445501977355
Long,-0.21019758561071145,0.7436591486450684,-0.9538567342557799
Short,0.08360788044425627,-0.2168137026396355,0.3004215830838918
Long,0.180778063279749,0.2168019512195615,-0.03602388793981251
Short,0.5861059310143494,-0.11373102585489876,0.6998369568692482
Long,-0.05260408348259138,-0.3255929324556293,0.27298884897303793
Long,0.7484961553673752,0.3798357480057616,0.3686604073616136
Long,-0.20603031156603116,-0.34222356999299747,0.1361932584269663
Short,-0.30320518306231437,-1.5038966870805817,1.2006915040182673
Long,-0.0061950573010447485,0.7760638706630394,-0.7822589279640841
Short,0.02702663078844747,0.6681035996154426,-0.6410769688269952
Long,1.8423855763696309,2.80219499999995,-0.9598094236303191
Short,-1.058826513630239,-1.3587612906053717,0.2999347769751325
Long,-0.46674601133341287,-0.7044592368896531,0.2377132255562402
Short,0.3579202958784922,0.8303733843212138,-0.47245308844272155
Long,-0.1887026046006408,1.1105203969430422,-1.299223001543683
Long,0.5970397435632246,0.875215193751032,-0.27817545018780726
Long,-0.20184996167351482,-0.6556797219915448,0.45382976031802996
Short,0.6517711299801929,2.0233570817568975,-1.3715859517767046
Long,0.24326582693447185,0.13700493218249077,0.10626089475198108
Short,0.425483605799713,0.18619813692143972,0.23928546887827326
Long,0.7342260726735816,0.7410937731591536,-0.006867700485571894
Long,-1.5232946566744814,-2.6495115149855857,1.1262168583111043
Long,-0.28023456311022343,-2.583764570640319,2.3035300075300955
Short,3.2601526156600134,7.715745050660344,-4.455592435000331
Long,-1.425600277609142,0.4191672814459609,-1.844767559055103
Short,-1.006616117967527,-0.9224724174914738,-0.08414370047605321
Long,0.5723616636435738,-0.06674780983523891,0.6391094734788126
Long,-0.08567159924907486,-1.5079080620301895,1.4222364627811146
Long,0.02753058520086471,-0.7692342878166039,0.7967648730174686
Short,0.7374083816470817,1.3586411171060713,-0.6212327354589896
Short,-1.0867504686851737,-0.16230115849561433,-0.9244493101895594
Short,-1.135540795211836,-0.18439753354091373,-0.9511432616709222
Long,-1.81329377657588,-2.531955029744889,0.7186612531690091
Long,-4.8669387624283935,-1.349716053201412,-3.517222709226981
Long,-1.0935862308445676,-1.5717054485844446,0.4781192177398771
Long,-1.500391216089159,-2.7989160833229927,1.2985248672338336
Short,-1.1003630907938922,2.816720471829815,-3.917083562623707
Short,0.08058835982154577,2.0804696463773458,-1.9998812865558
Long,0.9079388126508263,0.2777148213075699,0.6302239913432564
Long,-1.527268655325718,2.2068589126830136,-3.7341275680087316
Long,3.463373457386373,13.772609777749976,-10.309236320363603
Short,-2.055771422532917,-6.265373369988793,4.209601947455876
Short,-1.2867614406432253,0.33548007246374034,-1.6222415131069656
Short,-5.213890229871117,-7.479450554765833,2.2655603248947167
Long,-1.0729054920219965,-1.3186352111916553,0.2457297191696589
Short,-0.974987721104867,-5.469921795465079,4.494934074360212
Long,-2.457282280105297,-4.758015905383468,2.300733625278171
Long,1.239614657095148,5.176850951662903,-3.937236294567755
Short,0.2831069399507141,0.4221663039600645,-0.13905936400935037
Short,1.929685940030446,2.8411595389946402,-0.9114735989641942
Long,0.42655332810704416,-1.4704197514629713,1.8969730795700155
Short,1.669670389370511,-2.2481208095647474,3.9177911989352583
Long,-1.0375574979631565,13.484826709468003,-14.522384207431159
Short,-1.124280179105682,5.472162770180758,-6.59644294928644
Short,-1.5595977179336744,-1.4436162623535125,-0.11598145558016186
Short,-1.18056195284606,0.3538503211644195,-1.5344122740104795
Long,0.6117840997070346,1.5128851471900036,-0.9011010474829689
Short,-0.00581002158859123,-0.9791132528818451,0.9733032312932539
Long,-0.294504658005078,-0.7282130416464908,0.4337083836414128
Short,-0.1962844926738706,-0.9572537086092223,0.7609692159353517
Long,0.7180954904965886,-0.2167105947508592,0.9348060852474478
Short,-0.09515675758490327,-1.2536073914693904,1.158450633884487
Long,0.9182639710461707,-0.776401411968609,1.6946653830147798
Long,0.8080687576545214,-0.40911319812533536,1.2171819557798567
Long,-0.7296846374708257,0.4278109254584128,-1.1574955629292385
Short,-1.0245157845454544,0.26483821378487565,-1.2893539983303302
Short,-3.227767744616141,-5.717259344492166,2.489491599876025
Short,-1.897061795788971,-1.5253477618319409,-0.3717140339570303
Short,3.049485391313752,1.1042404825595482,1.9452449087542034
Long,2.1456604643537056,1.9916141392818962,0.15404632507180926
Long,-1.62333015210501,-3.2396795935778133,1.6163494414728032
Long,1.3035868930404049,-0.22158187458446824,1.525168767624873
Long,1.3268043837009222,-1.2773447215025198,2.604149105203442
Long,-0.0031183623898833335,0.35962562934542613,-0.36274399173530947
Short,0.5573391822492191,2.9942779291553134,-2.4369387469060944
Short,-1.5151859836876795,-1.705437685406434,0.19025170171875427
Short,0.7198721515518265,0.3638724357407361,0.35599971581109036
Short,0.19240451937805925,1.472524296675208,-1.2801197772971487
Long,0.8035014920157577,-0.19121582312514868,0.9947173151409064
Long,0.760467488270133,-2.6895380519099388,3.4500055401800718
Short,-1.1271103868785595,-2.314729427597279,1.1876190407187197
Long,-0.045128484219731146,-0.6271255376423284,0.5819970534225972
Short,-0.020806410936322406,1.22316773446556,-1.2439741454018824
Long,0.7951806260765358,-0.8031117040263519,1.5982923301028877
Long,0.49320953370754006,1.1445660361612129,-0.6513565024536728
Long,-1.0133999918751668,-1.5115613492187427,0.49816135734357586
Long,-0.2674471258045086,-1.6476021633754334,1.3801550375709248
Long,1.1573643440469188,0.8827653583310477,0.274598985715871
Short,0.5601017847559653,-1.245783748495132,1.8058855332510972
Long,1.4484565451489333,6.055549166911431,-4.607092621762498
Long,0.607144973381315,3.4382324077941804,-2.8310874344128654
Long,1.5843069140301527,0.5298614049771552,1.0544455090529974
Long,0.5926788157791361,0.2641307448494781,0.328548070929658
Long,-1.9453916168647676,0.6099013274336175,-2.555292944298385
Long,-0.11654189836603562,-0.5826624879112594,0.4661205895452238
Short,0.15489677937723267,0.7441227803815488,-0.5892260010043161
Short,0.67153156992451,0.6915248137391632,-0.019993243814653165
Long,0.7411173994129461,1.143543845922414,-0.40242644650946796
Short,0.3724765953716266,1.0143377748166853,-0.6418611794450587
Long,0.35772800908731245,0.769544477310423,-0.4118164682231105
Short,0.2473398171873642,1.0214248891451374,-0.7740850719577732
Long,-1.1157080110579545,-2.198514856554346,1.0828068454963915
Long,1.1965189702613244,0.03620364571073586,1.1603153245505886
Long,-1.764362520155634,-2.8850406345875963,1.1206781144319622
Long,-0.6389746809167636,0.32285936110331065,-0.9618340420200743
Short,1.429923755478768,1.8392893308890872,-0.4093655754103192
Long,-1.2997136728726253,-2.1642345897759574,0.864520916903332
Long,-3.208332083428188,-3.9435092230296704,0.7351771396014825
Short,0.6270967612761502,-0.45233058063412473,1.079427341910275
Short,-0.13383174727812785,-2.0193346591604175,1.8855029118822897
Short,-0.9775292360095409,-3.5193468292415853,2.5418175932320444
Long,1.0292403558535348,-0.12159520914399653,1.1508355649975313
Short,0.4409541460251034,1.6093752884731347,-1.1684211424480313
Short,0.362575204013316,0.9791926761180917,-0.6166174721047757
Short,0.2585112724117109,-1.5222983586949188,1.7808096311066297
Long,0.8830794178838437,-1.0196068235294447,1.9026862414132883
Short,-0.24314984921488608,-0.19621930799917187,-0.0469305412157142
Long,-1.047729628462603,-0.3381260855637436,-0.7096035428988594
Short,-1.0975536258326466,5.550307060280807,-6.647860686113454
Short,-0.02019292013436136,3.800906525979821,-3.8210994461141823
Short,-0.9867520591177898,0.7146252977608656,-1.7013773568786554
Long,0.7404570056665076,-0.9836700767263968,1.7241270823929045
Long,0.3839594890049858,3.2164304879652064,-2.8324709989602206
Long,-1.6189468388780455,-1.241189585931536,-0.3777572529465095
Long,0.23887616224762026,0.38978366984695934,-0.15090750759933907
Short,-0.51362471736497,1.0005621906940705,-1.5141869080590404
Long,1.4057485237795584,-2.473789279023051,3.8795378028026093
Short,0.1612735945087147,1.1654080328257366,-1.0041344383170219
Short,1.7577336344811436,0.761793444942225,0.9959401895389187
Long,-0.6463303072718913,2.641072775624163,-3.2874030828960543
Short,-1.0099156720408715,1.0708570676638407,-2.080772739704712
Short,0.5440382932005541,-2.478319776284544,3.022358069485098
Long,0.8550866344883188,5.111182981749141,-4.256096347260822
Short,0.8207144929702933,0.32626197654534356,0.49445251642494975
Short,0.29280181288938767,0.5715620807286029,-0.27876026783921526
Short,0.4552951959453282,0.018077716179555718,0.43721747976577247
Long,0.5358432394146974,-0.7124994384533093,1.2483426778680067
Long,0.9986434782169267,2.379407551145105,-1.3807640729281785
Short,-0.056685190693901655,-0.6716560210088768,0.6149708303149751
Short,0.4340367712283437,-2.5338323254436057,2.9678690966719494
Short,-0.13045310345141337,3.6858927832440274,-3.8163458866954407
Short,-0.18841085699457416,3.515527425957227,-3.703938282951801
Long,-1.269590955607396,1.2256085304877995,-2.4951994860951956
Short,-0.5937952529085448,-5.726302360043969,5.1325071071354245
Long,-0.03577241098113326,-2.6478884310790254,2.612116020097892
Long,0.8093438543626728,1.0442712436554553,-0.2349273892927826
Short,1.1043313790207563,1.2052777956113363,-0.10094641659058005
Short,-1.0550088896041045,-0.8649987115739582,-0.1900101780301463
Short,0.448030281177856,0.2720065946552574,0.1760236865225986
Long,0.27506666166939453,0.45994495179664263,-0.18487829012724813
Short,0.40758361499684337,0.2844017753950026,0.12318183960184079
Long,-0.5299849207458845,0.19405798701019192,-0.7240429077560765
Long,0.3034308965785098,0.3034308965785098,0.0
Short,0.3269001202241518,0.327284301247296,-0.00038418102314421326
Short,0.46707976011305186,0.06655164715485372,0.4005281129581981
Long,0.027721693681706627,-0.9037578836274143,0.9314795773091209
Long,0.27620684608069934,0.5471717877944644,-0.27096494171376506
Short,-0.9999915412800447,-0.1942688683826714,-0.8057226728973733
Short,0.07764770483823824,-0.23649096179157247,0.3141386666298107
Long,-0.015762302052405364,-0.6607495635412245,0.6449872614888191
Short,-0.5084298660488059,0.09713030650717967,-0.6055601725559856
Short,0.703056154576492,0.20609037678202777,0.4969657777944642
Long,-0.49369216214240075,-0.08497044846239753,-0.4087217136800032
Short,-1.7889845156823934,-2.3480991481305535,0.5591146324481603
Short,0.5352339983799389,0.5989938164414946,-0.06375981806155573
Long,-1.0524637401056907,-1.1688457303779456,0.11638199027225485
Short,0.6610862627325373,0.9507363248251046,-0.28965006209256733
Long,0.3285928275805956,0.0849199386150151,0.2436728889655805
Long,0.07229620352029678,0.04850537803926188,0.023790825481034908
Short,-0.12891494064977782,-1.893822906204171,1.764907965554393
Short,0.0619195767146713,-0.500705313514187,0.5626248902288583
Long,0.4091497459334368,-0.5972196141595538,1.0063693600929906
Long,0.1921224489161486,-0.9299956881974756,1.1221181371136242
Short,-0.08216247092177764,-1.1528235695316766,1.070661098609899
Long,0.9438187861332749,0.0664013968454037,0.8774173892878712
Long,0.11305786423854813,-0.6054215554506157,0.7184794196891638
Short,0.6170677867098247,0.9022146728106191,-0.28514688610079436
Short,0.057013227292779536,0.12116867301984025,-0.06415544572706071
Short,0.3149331706121302,1.2901337197682052,-0.975200549156075
Long,0.40276996869700127,0.3168429493233458,0.0859270193736555
Short,-0.2501749018804596,-0.3835379094119744,0.1333630075315148
Long,-3.5285985216963702,-4.216907368305474,0.6883088466091036
Long,1.0397602522432319,0.012239814933802004,1.0275204373094298
Short,0.5101440681033701,-0.8667813708494853,1.3769254389528554
Short,0.5973816219841875,0.35628198841775505,0.24109963356643246
Long,-0.9894842785386279,-1.7429387429042404,0.7534544643656126
Short,0.2672948225971141,0.2604100978658848,0.006884724731229297
Short,0.20137918297641022,8.663342698464653,-8.461963515488243
Long,0.42125417851224456,1.288266963211506,-0.8670127846992615
Short,0.4317588967408962,0.398836929919359,0.032921966821537196
Short,-1.0010400195720115,0.32585050687905115,-1.3268905264510626
Short,0.8052182012682074,3.376971792324996,-2.5717535910567886
Long,0.25013737012027454,-0.28421259728245757,0.5343499674027321
Long,0.7984895977230279,0.98182315044327,-0.18333355272024207
Short,0.7486523211278943,1.3516448685933293,-0.6029925474654351
Long,-1.1097185857896597,-0.6318725074428525,-0.4778460783468071
Long,0.2880866712400465,-1.5151592196618022,1.8032458909018487
Short,2.5480712659474634,-19.59984596062338,22.147917226570843
Long,1.426204103147866,-0.9206537930392412,2.346857896187107
Long,2.392744118321395,-1.893948503140118,4.286692621461513
Long,-0.9846065505414376,-2.9679443670225,1.9833378164810624
Short,0.31122980654792576,3.72676864680206,-3.4155388402541345
Long,2.0577595037717384,2.425629765560522,-0.3678702617887834
Long,2.802878680471405,-1.298527612495888,4.101406292967293
Long,-1.343828384548544,-2.0711459117968234,0.7273175272482794
Long,0.10180341001994209,1.1588216169945198,-1.0570182069745777
Short,-1.031660209611825,0.9763004683922778,-2.007960678004103
Long,0.845637294823912,0.8332450966680863,0.01239219815582569
Short,0.6868631294191734,0.5351383101246365,0.15172481929453682
Short,-0.2812960866268588,4.240562098993063,-4.521858185619922
Short,1.1835955053945686,0.3086722247135884,0.8749232806809801
Short,-1.3624351567760546,-1.2865504636825862,-0.07588469309346846
Long,-0.5797070944725154,0.9842223238153239,-1.5639294182878394
Long,0.13926005344516756,-1.9735132190485727,2.1127732724937403
Short,0.22506036573442167,2.0359289184336986,-1.810868552699277
Short,-1.6150233367748263,1.0919262772909206,-2.706949614065747
Long,0.9141535744762392,1.7444301698618714,-0.8302765953856321
Long,0.6958617345415037,-0.017622266343317386,0.7134840008848211
Long,0.4585911925295175,0.5648548380453864,-0.1062636455158689
Long,-0.4491106000037699,0.5829044035822215,-1.0320150035859914
Short,-0.6096547655746779,-0.45804977479208636,-0.15160499078259157
Long,0.8928029489973318,0.6396219243836551,0.25318102461367675
Short,0.36931194855857385,1.0889153806523548,-0.719603432093781
Short,0.5979599517992702,-1.0379577603546546,1.6359177121539248
Long,1.0744039529015579,-1.0464862445059153,2.120890197407473
Short,-1.1416505180529661,2.9643431872557358,-4.105993705308702
Long,-0.4338326214960091,-8.714818840963181,8.280986219467172
Short,-1.201336857296575,1.5926567850799613,-2.7939936423765364
Long,-1.1420774082352576,2.4711372815040975,-3.613214689739355
Long,-1.6565260316158872,5.295432434250404,-6.951958465866292
Short,0.572730158103488,0.4069406716350362,0.16578948646845185
Short,0.29005071781966896,-2.020580004126069,2.310630721945738
Long,-0.12596829189992986,1.1816093232098879,-1.3075776151098177
Long,0.4019036922292657,0.07878636752065668,0.32311732470860904
Short,0.566461104433624,-0.04237668674526362,0.6088377911788876
Short,0.5783197871270978,0.9353448085274157,-0.357025021400318
Long,-0.2693708333018181,1.4476871167883876,-1.7170579500902057
Short,-0.621723210597962,-4.3541497524526935,3.7324265418547315
Short,0.12302790039664657,-1.220672102731867,1.3437000031285136
Long,1.982570887821576,0.7553048057084017,1.2272660821131742
Long,-1.5443166359049694,-4.100092264443979,2.5557756285390094
Short,1.4537483645077596,-2.880098858557156,4.333847223064915
Long,0.563026508958621,-0.19642245601984096,0.759448964978462
Short,0.7139629842937478,0.1721285063533757,0.5418344779403721
Short,0.10834617903988145,-0.09827215271498865,0.2066183317548701
Long,0.7396812539545561,-0.2638228397183005,1.0035040936728565
Short,0.9293445788696669,1.537197453516567,-0.6078528746469
Long,0.29028274115541686,-0.7108010245349653,1.0010837656903822
Long,0.39152591303092066,0.8157699342477457,-0.42424402121682503
Short,-0.10841152817943422,1.0272014967808596,-1.1356130249602938
Short,-0.14738642104316196,-0.42773909111465586,0.2803526700714939
Long,-1.018099811538592,1.6054777796768784,-2.6235775912154704
Short,0.7339097089106217,2.161460306023986,-1.4275505971133644
Long,0.7802131743166534,0.27566069809612936,0.504552476220524
Short,0.6506729930670665,0.9768417453738172,-0.32616875230675074
Short,0.24796587546755555,-0.11610344827589543,0.36406932374345097
Long,-1.3399253690769584,-1.7850138644365252,0.44508849535956685
Long,-0.14726523776537637,0.0489119644899728,-0.19617720225534915
Short,-0.0607300192069094,0.47110313498034934,-0.5318331541872587
Short,0.2980681380862854,0.03668083363387933,0.2613873044524061
Long,-1.1273704413183225,-1.0451737312738352,-0.08219671004448732
Long,0.5685493534347495,1.083038034865282,-0.5144886814305324
Short,0.7232975412879267,1.082865761218673,-0.3595682199307463
Long,0.2815055158856812,0.6428538761067395,-0.3613483602210583
Long,0.9810362696565114,1.3904698996655407,-0.40943363000902927
Short,2.325901874359822,-0.5255626214601656,2.8514644958199873
Short,0.4417970737041125,-0.3545077044381687,0.7963047781422812
Long,-1.3833167705611473,-1.14832303526038,-0.23499373530076745
Long,0.5639429220575478,-0.5707651759247716,1.1347080979823194
Short,0.01950652070780534,-1.3691666778726606,1.388673198580466
Long,-0.46567614044457883,-0.2867791798107422,-0.17889696063383662
Short,0.0420137615098472,0.4523222860635752,-0.410308524553728
Long,-0.41136872857392365,0.042860073964276914,-0.4542288025382006
Short,0.8517553435555363,-3.175569343511478,4.027324687067014
Short,-0.34068192321542917,0.2746244049797499,-0.615306328195179
Long,0.6513827146097937,-0.5255851051476224,1.176967819757416
Short,0.39994639233565454,-0.5979359109684852,0.9978823033041397
Long,0.28543984891555885,0.13422805369129182,0.15121179522426706
Short,0.9695858038090049,1.0143589000917093,-0.04477309628270435
Long,-0.2516394485897928,-2.070721089518883,1.81908164092909
Long,-0.5151735059598215,-3.3263132383717453,2.811139732411924
Short,1.2921687769937962,-1.1329968165220152,2.4251655935158114
Short,0.3908862936125821,1.7019904859862371,-1.311104192373655
Long,-0.08887281192584331,-0.29422552408975006,0.20535271216390674
Short,-0.37497877636684596,2.298763723633154,-2.6737425
Long,1.3258543698686398,0.07389883239735334,1.2519555374712865
Long,-1.1963226259555357,0.15417427260505445,-1.35049689856059
Long,-0.08332815738329069,1.4565908580315636,-1.5399190154148543
Short,1.3308080537426772,2.581334169136117,-1.25052611539344
Short,0.7810348398500899,1.5690134725267713,-0.7879786326766813
Short,1.3494571975272258,0.4214070796460571,0.9280501178811688
Short,-1.0747961695538994,-1.4379417478724952,0.3631455783185957
Short,0.9047677823495186,-1.6214533723798454,2.526221154729364
Short,-1.1438876643811733,-2.712841775344539,1.5689541109633656
Long,0.012030199350311577,-0.7766198839349484,0.78865008328526
Long,-0.008233578910656458,-2.6129126539753527,2.604679075064696
Short,0.5192933501123794,0.637492543168826,-0.11819919305644651
